x,t,C
0.23,0.01,0.06090087416279519
0.24,0.01,0.08365794922665784
0.25,0.01,0.11272354643205022
0.26,0.01,0.14898733524187785
0.27,0.01,0.19315888799443245
0.28,0.01,0.24564834486418263
0.29,0.01,0.3064430372689261
0.3,0.01,0.37499476626701356
0.31,0.01,0.45013495151504623
0.32,0.01,0.5300351538321424
0.33,0.01,0.6122279094157945
0.34,0.01,0.6936972162878303
0.35000000000000003,0.01,0.7710397863996135
0.36,0.01,0.8406883357889441
0.37,0.01,0.8991782468407572
0.38,0.01,0.9434306668177144
0.39,0.01,0.9710201716296829
0.4,0.01,0.9803947195761615
0.41000000000000003,0.01,0.971020171629683
0.42,0.01,0.9434306668177146
0.43,0.01,0.8991782468407574
0.44,0.01,0.8406883357889443
0.45,0.01,0.7710397863996136
0.46,0.01,0.6936972162878305
0.47000000000000003,0.01,0.6122279094157945
0.48,0.01,0.5300351538321428
0.49,0.01,0.4501349515150465
0.5,0.01,0.3749947662670139
0.51,0.01,0.3064430372689264
0.52,0.01,0.24564834486418274
0.53,0.01,0.19315888799443257
0.54,0.01,0.14898733524187785
0.55,0.01,0.11272354643205022
0.56,0.01,0.08365794922665787
0.5700000000000001,0.01,0.060900874162795195
0.58,0.01,0.04348704238250206
0.59,0.01,0.030458771168524728
0.6,0.01,0.020925556732012265
0.61,0.01,0.014100990946467844
0.62,0.01,0.00932021464759139
0.63,0.01,0.006042288246381158
0.64,0.01,0.0038421266055967303
0.65,0.01,0.0023962491462256943
0.66,0.01,0.0014658097467271749
0.67,0.01,0.0008794350246648375
0.68,0.01,0.0005174942648253564
0.6900000000000001,0.01,0.0002986606477242412
0.7000000000000001,0.01,0.00016905037461751799
0.71,0.01,9.384581196400705e-05
0.72,0.01,5.109391656075731e-05
0.73,0.01,2.728185658949354e-05
0.74,0.01,1.428643764695091e-05
0.75,0.01,7.336926063630721e-06
0.76,0.01,3.6952120133445316e-06
0.77,0.01,1.825132817857363e-06
0.78,0.01,8.840449838219139e-07
0.79,0.01,4.1992713064116047e-07
0.8,0.01,1.9560867691727072e-07
0.81,0.01,8.93535624485871e-08
0.8200000000000001,0.01,4.002581726400825e-08
0.8300000000000001,0.01,1.7581995852966466e-08
0.84,0.01,7.573399499273766e-09
0.85,0.01,3.198920468228851e-09
0.86,0.01,1.3249549611615047e-09
0.87,0.01,5.381200361358639e-10
0.88,0.01,2.1430530817385187e-10
0.89,0.01,8.368696683523176e-11
0.9,0.01,3.20441937318391e-11
0.91,0.01,1.2031036838411959e-11
0.92,0.01,4.429090907063083e-12
0.93,0.01,1.5987467902092673e-12
0.9400000000000001,0.01,5.658406404633028e-13
0.9500000000000001,0.01,1.96360368127406e-13
0.96,0.01,6.681204481577677e-14
0.97,0.01,2.2289122775031965e-14
0.98,0.01,7.290622709204613e-15
0.99,0.01,2.1302120165587718e-15
1.0,0.01,0.0
0.0,0.015,0.0
0.01,0.015,4.420224919109559e-07
0.02,0.015,1.085277251497738e-06
0.03,0.015,2.2896284985832134e-06
0.04,0.015,4.581029440744028e-06
0.05,0.015,8.990824830147684e-06
0.06,0.015,1.730939132656204e-05
0.07,0.015,3.2690177103854043e-05
0.08,0.015,6.0563834276750096e-05
0.09,0.015,0.0001100721455891376
0.1,0.015,0.00019625322984412395
0.11,0.015,0.0003432723197214372
0.12,0.015,0.0005890478361945393
0.13,0.015,0.0009916520057762653
0.14,0.015,0.0016378420854452655
0.15,0.015,0.0026539681761619496
0.16,0.015,0.004219268696303421
0.17,0.015,0.0065811706265940465
0.18,0.015,0.010071639596424474
0.19,0.015,0.015122885689801784
0.2,0.015,0.02227988105749624
0.21,0.015,0.03220629955725709
0.22,0.015,0.04567982266565993
0.23,0.015,0.06357249580457991
0.24,0.015,0.0868122102974227
0.25,0.015,0.11632264223426785
0.26,0.015,0.15294121721324133
0.27,0.015,0.19731784005303024
0.28,0.015,0.24980096263167928
0.29,0.015,0.3103215555655981
0.3,0.015,0.37828899439198616
0.31,0.015,0.452514960049578
0.32,0.015,0.5311814304654203
0.33,0.015,0.6118661850599864
0.34,0.015,0.691633847907704
0.35000000000000003,0.015,0.7671927760383872
0.36,0.015,0.8351090166201853
0.37,0.015,0.8920595013033292
0.38,0.015,0.93509920923522
0.39,0.015,0.961912693196938
0.4,0.015,0.9710201716296829
0.41000000000000003,0.015,0.9619126931969381
0.42,0.015,0.9350992092352202
0.43,0.015,0.8920595013033294
0.44,0.015,0.8351090166201856
0.45,0.015,0.7671927760383874
0.46,0.015,0.691633847907704
0.47000000000000003,0.015,0.6118661850599867
0.48,0.015,0.5311814304654205
0.49,0.015,0.45251496004957836
0.5,0.015,0.3782889943919865
0.51,0.015,0.3103215555655983
0.52,0.015,0.2498009626316795
0.53,0.015,0.1973178400530303
0.54,0.015,0.1529412172132414
0.55,0.015,0.11632264223426786
0.56,0.015,0.0868122102974227
0.5700000000000001,0.015,0.06357249580457996
0.58,0.015,0.045679822665659967
0.59,0.015,0.032206299557257165
0.6,0.015,0.022279881057496287
0.61,0.015,0.015122885689801828
0.62,0.015,0.0100716395964245
0.63,0.015,0.00658117062659406
0.64,0.015,0.004219268696303426
0.65,0.015,0.0026539681761619527
0.66,0.015,0.001637842085445266
0.67,0.015,0.0009916520057762657
0.68,0.015,0.0005890478361945393
0.6900000000000001,0.015,0.0003432723197214372
0.7000000000000001,0.015,0.0001962532298441241
0.71,0.015,0.00011007214558913764
0.72,0.015,6.056383427675029e-05
0.73,0.015,3.269017710385411e-05
0.74,0.015,1.730939132656213e-05
0.75,0.015,8.99082483014772e-06
0.76,0.015,4.581029440744042e-06
0.77,0.015,2.2896284985832227e-06
0.78,0.015,1.1225299742492618e-06
0.79,0.015,5.398268303695923e-07
0.8,0.015,2.546403465448738e-07
0.81,0.015,1.1781724709063949e-07
0.8200000000000001,0.015,5.346777915077678e-08
0.8300000000000001,0.015,2.3799608381641006e-08
0.84,0.015,1.0390458160597658e-08
0.85,0.015,4.449177230217635e-09
0.86,0.015,1.8685202521823574e-09
0.87,0.015,7.696301346676783e-10
0.88,0.015,3.1090350148554784e-10
0.89,0.015,1.231747509528455e-10
0.9,0.015,4.7859001836821857e-11
0.91,0.015,1.823664231945109e-11
0.92,0.015,6.814891814310613e-12
0.93,0.015,2.497465773763193e-12
0.9400000000000001,0.015,8.975535791683367e-13
0.9500000000000001,0.015,3.1632634263953975e-13
0.96,0.015,1.0932474545121898e-13
0.97,0.015,3.705133376249069e-14
0.98,0.015,1.2209667395795367e-14
0.99,0.015,3.645311354602307e-15
1.0,0.015,0.0
0.0,0.02,0.0
0.01,0.02,5.42638625748869e-07
0.02,0.02,1.3658254952470846e-06
0.03,0.02,2.833153346120883e-06
0.04,0.02,5.640226664365449e-06
0.05,0.02,1.0945210383653034e-05
0.06,0.02,2.0840500967000864e-05
0.07,0.02,3.8936612801656066e-05
0.08,0.02,7.138116134649582e-05
0.09,0.02,0.00012840853206043702
0.1,0.02,0.0002266722326552874
0.11,0.02,0.0003926505330193316
0.12,0.02,0.0006674621627488512
0.13,0.02,0.0011134449608199023
0.14,0.02,0.0018228100909691075
0.15,0.02,0.0029285553908743435
0.16,0.02,0.004617569401377998
0.17,0.02,0.007145454146363948
0.18,0.02,0.010852028158197916
0.19,0.02,0.016175760326960355
0.2,0.02,0.023664592623529435
0.21,0.02,0.033979851861578085
0.22,0.02,0.0478893976809185
0.23,0.02,0.06624601648154131
0.24,0.02,0.08994756901942388
0.25,0.02,0.11987671375533202
0.26,0.02,0.15682024114364904
0.27,0.02,0.2013710899224603
0.28,0.02,0.2538196978093142
0.29,0.02,0.3140449785118327
0.3,0.02,0.38141825780758803
0.31,0.02,0.45473521242870324
0.32,0.02,0.5321905725547822
0.33,0.02,0.6114076391865622
0.34,0.02,0.6895294805491867
0.35000000000000003,0.02,0.7633714322639447
0.36,0.02,0.8296261386708582
0.37,0.02,0.8851041129277026
0.38,0.02,0.9269860972501336
0.39,0.02,0.9530596904324515
0.4,0.02,0.961912693196938
0.41000000000000003,0.02,0.9530596904324515
0.42,0.02,0.9269860972501338
0.43,0.02,0.8851041129277029
0.44,0.02,0.8296261386708584
0.45,0.02,0.7633714322639448
0.46,0.02,0.6895294805491871
0.47000000000000003,0.02,0.6114076391865623
0.48,0.02,0.5321905725547825
0.49,0.02,0.4547352124287035
0.5,0.02,0.3814182578075883
0.51,0.02,0.314044978511833
0.52,0.02,0.25381969780931435
0.53,0.02,0.20137108992246044
0.54,0.02,0.15682024114364906
0.55,0.02,0.11987671375533204
0.56,0.02,0.08994756901942391
0.5700000000000001,0.02,0.06624601648154133
0.58,0.02,0.047889397680918565
0.59,0.02,0.03397985186157813
0.6,0.02,0.023664592623529497
0.61,0.02,0.016175760326960394
0.62,0.02,0.010852028158197944
0.63,0.02,0.007145454146363963
0.64,0.02,0.0046175694013780065
0.65,0.02,0.002928555390874346
0.66,0.02,0.0018228100909691092
0.67,0.02,0.0011134449608199027
0.68,0.02,0.0006674621627488515
0.6900000000000001,0.02,0.0003926505330193317
0.7000000000000001,0.02,0.00022667223265528742
0.71,0.02,0.0001284085320604372
0.72,0.02,7.138116134649587e-05
0.73,0.02,3.8936612801656215e-05
0.74,0.02,2.0840500967000915e-05
0.75,0.02,1.0945210383653086e-05
0.76,0.02,5.640226664365471e-06
0.77,0.02,2.851779707496652e-06
0.78,0.02,1.4147276644764075e-06
0.79,0.02,6.885851603970678e-07
0.8,0.02,3.2882203873011586e-07
0.81,0.02,1.540540628478253e-07
0.8200000000000001,0.02,7.080842773614025e-08
0.8300000000000001,0.02,3.192911865568722e-08
0.84,0.02,1.412439280592932e-08
0.85,0.02,6.129489206390008e-09
0.86,0.02,2.6094036824426564e-09
0.87,0.02,1.0897118768339526e-09
0.88,0.02,4.4640244281026185e-10
0.89,0.02,1.7938125166118483e-10
0.9,0.02,7.07056966361483e-11
0.91,0.02,2.7336946825566235e-11
0.92,0.02,1.0367054046607142e-11
0.93,0.02,3.856222696739474e-12
0.9400000000000001,0.02,1.4068960582013665e-12
0.9500000000000001,0.02,5.034391623097778e-13
0.96,0.02,1.7668883820101524e-13
0.97,0.02,6.076720642350717e-14
0.98,0.02,2.0348322558546497e-14
0.99,0.02,6.104833697897684e-15
1.0,0.02,0.0
0.0,0.025,0.0
0.01,0.025,6.829127476235423e-07
0.02,0.025,1.6878959859348759e-06
0.03,0.025,3.5030260798062665e-06
0.04,0.025,6.889181864886958e-06
0.05,0.025,1.3240363815683157e-05
0.06,0.025,2.494091159265455e-05
0.07,0.025,4.611083115674834e-05
0.08,0.025,8.367257243104654e-05
0.09,0.025,0.0001490266970008916
0.1,0.025,0.00026052953253988433
0.11,0.025,0.00044706719770206934
0.12,0.025,0.0007530477469196169
0.13,0.025,0.0012451361268589795
0.14,0.025,0.0020210001758471227
0.15,0.025,0.0032201897461735527
0.16,0.025,0.005037004768619145
0.17,0.025,0.0077347987797879575
0.18,0.025,0.011660607236662152
0.19,0.025,0.017258310390863674
0.2,0.025,0.02507780609426922
0.21,0.025,0.03577699515222397
0.22,0.025,0.050112934171559695
0.23,0.025,0.0689184833501712
0.24,0.025,0.09306136511843666
0.25,0.025,0.12338390508153646
0.26,0.025,0.16062390183889616
0.27,0.025,0.20531996947648162
0.28,0.025,0.2577080342171465
0.29,0.025,0.3176189778084511
0.3,0.025,0.384390095470268
0.31,0.025,0.4568044151811851
0.32,0.025,0.5330714258076327
0.33,0.025,0.6108600265519845
0.34,0.025,0.6873895357252534
0.35000000000000003,0.025,0.7595778096100225
0.36,0.025,0.8242377725958236
0.37,0.025,0.8783061179604958
0.38,0.025,0.9190819016800771
0.39,0.025,0.9444493952235358
0.4,0.025,0.9530596904324515
0.41000000000000003,0.025,0.9444493952235359
0.42,0.025,0.9190819016800772
0.43,0.025,0.8783061179604961
0.44,0.025,0.8242377725958239
0.45,0.025,0.7595778096100227
0.46,0.025,0.6873895357252535
0.47000000000000003,0.025,0.6108600265519848
0.48,0.025,0.5330714258076329
0.49,0.025,0.4568044151811854
0.5,0.025,0.38439009547026826
0.51,0.025,0.31761897780845133
0.52,0.025,0.2577080342171467
0.53,0.025,0.2053199694764817
0.54,0.025,0.16062390183889624
0.55,0.025,0.12338390508153649
0.56,0.025,0.09306136511843668
0.5700000000000001,0.025,0.06891848335017124
0.58,0.025,0.05011293417155972
0.59,0.025,0.03577699515222403
0.6,0.025,0.02507780609426926
0.61,0.025,0.017258310390863722
0.62,0.025,0.01166060723666218
0.63,0.025,0.007734798779787975
0.64,0.025,0.005037004768619155
0.65,0.025,0.003220189746173558
0.66,0.025,0.0020210001758471244
0.67,0.025,0.0012451361268589803
0.68,0.025,0.0007530477469196173
0.6900000000000001,0.025,0.00044706719770206944
0.7000000000000001,0.025,0.0002605295325398845
0.71,0.025,0.00014902669700089165
0.72,0.025,8.36725724310467e-05
0.73,0.025,4.611083115674839e-05
0.74,0.025,2.4940911592654652e-05
0.75,0.025,1.3240363815683194e-05
0.76,0.025,6.898495045574869e-06
0.77,0.025,3.5274771644209392e-06
0.78,0.025,1.77018243394686e-06
0.79,0.025,8.717748516032616e-07
0.8,0.025,4.2131961162244654e-07
0.81,0.025,1.9981523323312805e-07
0.8200000000000001,0.025,9.299159075175626e-08
0.8300000000000001,0.025,4.246641027103478e-08
0.84,0.025,1.9029303931038613e-08
0.85,0.025,8.366898244185989e-09
0.86,0.025,3.60960054161198e-09
0.87,0.025,1.5279030626264592e-09
0.88,0.025,6.345465642475687e-10
0.89,0.025,2.5855406972320504e-10
0.9,0.025,1.0335909924337553e-10
0.91,0.025,4.0536375341377714e-11
0.92,0.025,1.5596584761152854e-11
0.93,0.025,5.886975052404254e-12
0.9400000000000001,0.025,2.1798309295246264e-12
0.9500000000000001,0.025,7.917924482011908e-13
0.96,0.025,2.8210318436664247e-13
0.97,0.025,9.851858037978086e-14
0.98,0.025,3.343602006070243e-14
0.99,0.025,1.0174161279273249e-14
1.0,0.025,0.0
0.0,0.03,0.0
0.01,0.03,8.439479929674379e-07
0.02,0.03,2.0929694137149043e-06
0.03,0.03,4.288538925410917e-06
0.04,0.03,8.37169494774471e-06
0.05,0.03,1.5915046728770754e-05
0.06,0.03,2.967559748621575e-05
0.07,0.03,5.430674201185055e-05
0.08,0.03,9.756876407881996e-05
0.09,0.03,0.00017210105248546543
0.1,0.03,0.00029804694735148046
0.11,0.03,0.0005067886397297506
0.12,0.03,0.0008461016622805244
0.13,0.03,0.0013870239613833699
0.14,0.03,0.0022326629365162663
0.15,0.03,0.003529002472233134
0.16,0.03,0.005477494262980755
0.17,0.03,0.008348806002640648
0.18,0.03,0.012496554585325816
0.19,0.03,0.018369206665465685
0.2,0.03,0.02651765277154382
0.21,0.03,0.03759537013291446
0.22,0.03,0.05234773925119758
0.23,0.03,0.07158714964499818
0.24,0.03,0.09615119421585383
0.25,0.03,0.12684263347866642
0.26,0.03,0.16435193727900904
0.27,0.03,0.20916596802802134
0.28,0.03,0.26146947364246637
0.29,0.03,0.3210490648437072
0.3,0.03,0.3872116964948181
0.31,0.03,0.45873076063895035
0.32,0.03,0.5338322208665848
0.33,0.03,0.610230480766443
0.34,0.03,0.6852189180810035
0.35000000000000003,0.03,0.7558136541605385
0.36,0.03,0.8189419637852592
0.37,0.03,0.8716598371379504
0.38,0.03,0.9113777565920158
0.39,0.03,0.9360707960562643
0.4,0.03,0.9444493952235358
0.41000000000000003,0.03,0.9360707960562644
0.42,0.03,0.911377756592016
0.43,0.03,0.8716598371379505
0.44,0.03,0.8189419637852594
0.45,0.03,0.7558136541605387
0.46,0.03,0.6852189180810038
0.47000000000000003,0.03,0.6102304807664432
0.48,0.03,0.5338322208665851
0.49,0.03,0.4587307606389506
0.5,0.03,0.38721169649481835
0.51,0.03,0.3210490648437075
0.52,0.03,0.26146947364246653
0.53,0.03,0.20916596802802148
0.54,0.03,0.1643519372790091
0.55,0.03,0.12684263347866648
0.56,0.03,0.09615119421585386
0.5700000000000001,0.03,0.07158714964499821
0.58,0.03,0.052347739251197636
0.59,0.03,0.03759537013291449
0.6,0.03,0.026517652771543877
0.61,0.03,0.01836920666546572
0.62,0.03,0.012496554585325849
0.63,0.03,0.008348806002640667
0.64,0.03,0.005477494262980767
0.65,0.03,0.0035290024722331396
0.66,0.03,0.002232662936516269
0.67,0.03,0.0013870239613833707
0.68,0.03,0.0008461016622805248
0.6900000000000001,0.03,0.0005067886397297509
0.7000000000000001,0.03,0.0002980469473514805
0.71,0.03,0.0001721010524854656
0.72,0.03,9.756876407882002e-05
0.73,0.03,5.4306742011850677e-05
0.74,0.03,2.9675597486215793e-05
0.75,0.03,1.591970331911476e-05
0.76,0.03,8.383920490052066e-06
0.77,0.03,4.3343387397608645e-06
0.78,0.03,2.1996260080121003e-06
0.79,0.03,1.0957510227846534e-06
0.8,0.03,5.357950424181948e-07
0.81,0.03,2.5715560118710136e-07
0.8200000000000001,0.03,1.211408217520814e-07
0.8300000000000001,0.03,5.6010447341397434e-08
0.84,0.03,2.5416654257610384e-08
0.85,0.03,1.1319452236325296e-08
0.86,0.03,4.947400653406224e-09
0.87,0.03,2.1220735529297747e-09
0.88,0.03,8.932285661748321e-10
0.89,0.03,3.689528317454721e-10
0.9,0.03,1.4954522253229138e-10
0.91,0.03,5.947784200226419e-11
0.92,0.03,2.3211675196890984e-11
0.93,0.03,8.888207845338741e-12
0.9400000000000001,0.03,3.3393837503027227e-12
0.9500000000000001,0.03,1.2309670569456343e-12
0.96,0.03,4.4515551429048583e-13
0.97,0.03,1.5776960221367246e-13
0.98,0.03,5.434637082952705e-14
0.99,0.03,1.6718010030351214e-14
1.0,0.03,0.0
0.0,0.035,0.0
0.01,0.035,1.0464847068574521e-06
0.02,0.035,2.5662434591891775e-06
0.03,0.035,5.232332180729807e-06
0.04,0.035,1.0101792827090836e-05
0.05,0.035,1.902364621698023e-05
0.06,0.035,3.511089437031065e-05
0.07,0.035,6.362218078251786e-05
0.08,0.035,0.00011320389724865799
0.09,0.035,0.0001978078557151502
0.1,0.035,0.000339444846107608
0.11,0.035,0.0005720743048160024
0.12,0.035,0.0009469063005565603
0.13,0.035,0.0015393822993983953
0.14,0.035,0.002458013216808252
0.15,0.035,0.0038550785997485105
0.16,0.035,0.005938904237436891
0.17,0.035,0.008987024424153285
0.18,0.035,0.013359006334053167
0.19,0.035,0.01950710367843482
0.2,0.035,0.02798228839919007
0.21,0.035,0.0394326960113707
0.22,0.035,0.05459125988895632
0.23,0.035,0.0742494667335257
0.24,0.035,0.0992148915618323
0.25,0.035,0.13025156574743144
0.26,0.035,0.16800430075334388
0.27,0.035,0.2129107054607377
0.28,0.035,0.2651075164358643
0.29,0.035,0.3243405850686423
0.3,0.035,0.3898899127413288
0.31,0.035,0.46052195868070145
0.32,0.035,0.5344806207026966
0.33,0.035,0.6095255694737942
0.34,0.035,0.6830220674634908
0.35000000000000003,0.035,0.7520804409331314
0.36,0.035,0.8137367456492444
0.37,0.035,0.8651598601886374
0.38,0.035,0.9038653165971073
0.39,0.035,0.9279135759077758
0.4,0.035,0.9360707960562644
0.41000000000000003,0.035,0.9279135759077759
0.42,0.035,0.9038653165971074
0.43,0.035,0.8651598601886377
0.44,0.035,0.8137367456492446
0.45,0.035,0.7520804409331316
0.46,0.035,0.6830220674634909
0.47000000000000003,0.035,0.6095255694737944
0.48,0.035,0.5344806207026969
0.49,0.035,0.4605219586807017
0.5,0.035,0.389889912741329
0.51,0.035,0.32434058506864244
0.52,0.035,0.2651075164358645
0.53,0.035,0.21291070546073781
0.54,0.035,0.168004300753344
